"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2016,11,"OO","SkyWest Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",80.00,15.00,6.63,0.00,2.80,0.00,5.57,0.00,0.00,1674.00,1280.00,0.00,82.00,0.00,312.00,
2016,11,"OO","SkyWest Airlines Inc.","LGA","New York, NY: LaGuardia",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016,11,"OO","SkyWest Airlines Inc.","IAD","Washington, DC: Washington Dulles International",31.00,10.00,1.88,1.25,1.75,0.00,5.12,0.00,0.00,669.00,269.00,100.00,91.00,0.00,209.00,
2016,11,"OO","SkyWest Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",12.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,37.00,20.00,0.00,17.00,0.00,0.00,
2016,11,"UA","United Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2323.00,478.00,131.46,5.77,243.48,0.00,97.29,6.00,5.00,22451.00,6858.00,436.00,7906.00,0.00,7251.00,
2016,11,"UA","United Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",595.00,89.00,21.60,2.35,36.20,0.00,28.85,1.00,3.00,5963.00,1766.00,363.00,2003.00,0.00,1831.00,
2016,11,"UA","United Air Lines Inc.","MCO","Orlando, FL: Orlando International",949.00,105.00,47.18,2.01,18.44,0.00,37.37,2.00,0.00,7430.00,3308.00,173.00,922.00,0.00,3027.00,
2016,11,"UA","United Air Lines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",407.00,54.00,36.32,0.00,8.32,0.00,9.36,2.00,0.00,3697.00,2344.00,0.00,200.00,0.00,1153.00,
2016,11,"UA","United Air Lines Inc.","DEN","Denver, CO: Denver International",4896.00,419.00,164.39,10.49,102.09,0.00,142.03,20.00,2.00,29742.00,12403.00,1261.00,4549.00,0.00,11529.00,
2016,11,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1007.00,171.00,59.92,1.50,50.94,0.00,58.64,1.00,0.00,9240.00,3307.00,101.00,1684.00,0.00,4148.00,
2016,11,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",4687.00,474.00,168.30,7.39,125.41,0.00,172.90,8.00,5.00,29186.00,10997.00,539.00,4390.00,0.00,13260.00,
2016,11,"UA","United Air Lines Inc.","TPA","Tampa, FL: Tampa International",475.00,41.00,12.33,1.50,8.90,0.00,18.27,0.00,0.00,2343.00,668.00,116.00,475.00,0.00,1084.00,
2016,11,"UA","United Air Lines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",484.00,83.00,30.27,1.24,15.86,0.00,35.63,3.00,0.00,4710.00,1640.00,61.00,541.00,0.00,2468.00,
2016,11,"UA","United Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",4314.00,952.00,201.17,7.43,571.40,0.00,172.01,5.00,9.00,59197.00,12641.00,640.00,31107.00,0.00,14809.00,
2016,11,"UA","United Air Lines Inc.","PDX","Portland, OR: Portland International",523.00,59.00,24.93,2.50,9.12,0.00,22.45,0.00,1.00,3093.00,1262.00,186.00,456.00,0.00,1189.00,
2016,11,"UA","United Air Lines Inc.","MIA","Miami, FL: Miami International",324.00,41.00,17.19,0.11,5.18,0.00,18.52,1.00,0.00,2814.00,939.00,25.00,168.00,0.00,1682.00,
2016,11,"UA","United Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",391.00,49.00,11.68,1.78,15.23,0.00,20.30,1.00,0.00,4014.00,1411.00,203.00,885.00,0.00,1515.00,
2016,11,"UA","United Air Lines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",386.00,43.00,20.07,0.23,5.46,0.00,17.25,0.00,0.00,2184.00,927.00,11.00,173.00,0.00,1073.00,
2016,11,"UA","United Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",6348.00,811.00,234.95,15.74,294.69,0.00,265.61,26.00,14.00,52989.00,14728.00,1229.00,15780.00,0.00,21252.00,
2016,11,"UA","United Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",4373.00,670.00,187.13,6.66,300.73,0.00,175.48,16.00,4.00,41268.00,11472.00,581.00,15668.00,0.00,13547.00,
2016,11,"UA","United Air Lines Inc.","SAN","San Diego, CA: San Diego International",756.00,70.00,22.48,2.16,9.27,0.00,36.09,0.00,0.00,4551.00,1158.00,291.00,602.00,0.00,2500.00,
2016,11,"UA","United Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",1865.00,196.00,55.88,6.72,78.18,0.00,55.22,7.00,1.00,10861.00,3460.00,443.00,2848.00,0.00,4110.00,
2016,11,"UA","United Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",344.00,54.00,17.63,1.54,19.62,0.00,15.22,2.00,1.00,2771.00,851.00,82.00,1073.00,0.00,765.00,
2016,11,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",454.00,57.00,21.41,0.48,20.42,0.00,14.68,0.00,1.00,2557.00,714.00,53.00,848.00,0.00,942.00,
2016,11,"UA","United Air Lines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",261.00,33.00,11.33,0.56,8.60,0.00,12.51,0.00,1.00,1639.00,577.00,47.00,382.00,0.00,633.00,
2016,11,"UA","United Air Lines Inc.","LGA","New York, NY: LaGuardia",733.00,220.00,37.24,6.64,134.59,0.00,41.53,1.00,5.00,15381.00,2471.00,477.00,9229.00,0.00,3204.00,
2016,11,"UA","United Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",973.00,86.00,29.06,4.23,7.52,0.00,45.19,2.00,0.00,5575.00,1419.00,617.00,363.00,0.00,3176.00,
2016,11,"UA","United Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",376.00,48.00,16.01,0.22,10.36,0.00,21.41,2.00,0.00,3250.00,933.00,39.00,495.00,0.00,1783.00,
2016,11,"UA","United Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",704.00,72.00,25.70,2.98,16.03,0.00,27.30,1.00,1.00,3656.00,1138.00,272.00,752.00,0.00,1494.00,
2016,11,"UA","United Air Lines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",197.00,27.00,12.15,0.89,3.32,0.00,10.64,1.00,0.00,1566.00,614.00,97.00,140.00,0.00,715.00,
2016,11,"UA","United Air Lines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",133.00,16.00,9.38,0.62,1.60,0.00,4.40,0.00,0.00,974.00,534.00,88.00,80.00,0.00,272.00,
2016,11,"UA","United Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",86.00,9.00,2.25,0.06,1.25,0.00,5.44,0.00,0.00,661.00,117.00,5.00,37.00,0.00,502.00,
2016,11,"VX","Virgin America","LAX","Los Angeles, CA: Los Angeles International",1182.00,185.00,48.76,12.53,63.12,0.04,60.55,2.00,0.00,8360.00,2836.00,309.00,2046.00,4.00,3165.00,
2016,11,"VX","Virgin America","DCA","Washington, DC: Ronald Reagan Washington National",114.00,16.00,5.23,5.00,3.33,0.00,2.43,0.00,0.00,588.00,186.00,107.00,130.00,0.00,165.00,
2016,11,"VX","Virgin America","SFO","San Francisco, CA: San Francisco International",1753.00,335.00,38.77,16.22,173.20,1.13,105.68,6.00,1.00,17930.00,1920.00,420.00,10378.00,61.00,5151.00,
2016,11,"VX","Virgin America","LAS","Las Vegas, NV: McCarran International",415.00,71.00,14.80,1.61,8.55,0.00,46.04,1.00,0.00,3313.00,748.00,68.00,232.00,0.00,2265.00,
2016,11,"VX","Virgin America","IAD","Washington, DC: Washington Dulles International",134.00,24.00,7.38,6.19,5.07,0.00,5.36,0.00,0.00,681.00,218.00,147.00,121.00,0.00,195.00,
2016,11,"VX","Virgin America","PDX","Portland, OR: Portland International",83.00,14.00,4.39,0.00,0.21,0.00,9.40,0.00,0.00,462.00,119.00,0.00,5.00,0.00,338.00,
2016,11,"VX","Virgin America","SAN","San Diego, CA: San Diego International",172.00,29.00,4.54,0.43,4.84,0.00,19.19,1.00,0.00,1519.00,349.00,13.00,112.00,0.00,1045.00,
2016,11,"VX","Virgin America","JFK","New York, NY: John F. Kennedy International",376.00,77.00,30.70,22.24,12.03,0.00,12.03,0.00,0.00,2713.00,1198.00,594.00,363.00,0.00,558.00,
2016,11,"VX","Virgin America","EWR","Newark, NJ: Newark Liberty International",195.00,55.00,7.20,15.79,25.60,0.00,6.41,0.00,0.00,2637.00,219.00,465.00,1518.00,0.00,435.00,
2016,11,"VX","Virgin America","SEA","Seattle, WA: Seattle/Tacoma International",222.00,26.00,2.65,6.40,4.76,0.00,12.19,1.00,0.00,1026.00,261.00,130.00,142.00,0.00,493.00,
2016,11,"VX","Virgin America","ORD","Chicago, IL: Chicago O'Hare International",142.00,28.00,8.45,8.88,4.22,0.00,6.45,0.00,1.00,984.00,337.00,201.00,107.00,0.00,339.00,
2016,11,"VX","Virgin America","MCO","Orlando, FL: Orlando International",30.00,8.00,4.69,1.64,0.67,0.00,1.00,0.00,0.00,371.00,278.00,51.00,10.00,0.00,32.00,
2016,11,"VX","Virgin America","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",156.00,32.00,10.11,5.97,5.51,0.00,10.41,0.00,0.00,963.00,272.00,162.00,138.00,0.00,391.00,
2016,11,"VX","Virgin America","BOS","Boston, MA: Logan International",127.00,22.00,8.46,11.67,0.87,0.00,1.01,0.00,0.00,531.00,207.00,268.00,24.00,0.00,32.00,
2016,11,"VX","Virgin America","HNL","Honolulu, HI: Daniel K Inouye International",60.00,9.00,2.61,2.56,0.67,0.00,3.17,0.00,0.00,545.00,336.00,49.00,12.00,0.00,148.00,
2016,11,"VX","Virgin America","LGA","New York, NY: LaGuardia",110.00,39.00,3.17,4.00,27.38,0.00,4.45,1.00,0.00,2855.00,303.00,132.00,2141.00,0.00,279.00,
2016,11,"VX","Virgin America","DEN","Denver, CO: Denver International",86.00,12.00,2.00,0.00,0.30,0.00,9.70,0.00,0.00,669.00,105.00,0.00,8.00,0.00,556.00,
2016,11,"WN","Southwest Airlines Co.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3481.00,418.00,138.01,9.05,99.27,1.79,169.88,6.00,3.00,18839.00,6786.00,828.00,3300.00,40.00,7885.00,
2016,11,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",1002.00,201.00,40.31,4.14,84.24,0.00,72.31,2.00,0.00,8021.00,2057.00,203.00,2512.00,0.00,3249.00,
2016,11,"WN","Southwest Airlines Co.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5971.00,612.00,162.52,4.80,176.63,2.41,265.64,8.00,6.00,24431.00,6204.00,494.00,4881.00,179.00,12673.00,
2016,11,"WN","Southwest Airlines Co.","DEN","Denver, CO: Denver International",5438.00,560.00,156.91,8.55,90.64,1.19,302.71,5.00,2.00,22862.00,6819.00,276.00,2615.00,29.00,13123.00,
2016,11,"WN","Southwest Airlines Co.","DTW","Detroit, MI: Detroit Metro Wayne County",571.00,78.00,24.32,2.36,21.63,0.83,28.86,2.00,0.00,2907.00,814.00,89.00,628.00,20.00,1356.00,
2016,11,"WN","Southwest Airlines Co.","EWR","Newark, NJ: Newark Liberty International",491.00,151.00,24.77,19.86,78.47,0.13,27.78,3.00,0.00,8389.00,1829.00,1330.00,3786.00,7.00,1437.00,
2016,11,"WN","Southwest Airlines Co.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1686.00,150.00,61.99,1.93,26.13,0.00,59.94,2.00,0.00,6538.00,2973.00,234.00,674.00,0.00,2657.00,
2016,11,"WN","Southwest Airlines Co.","IAD","Washington, DC: Washington Dulles International",197.00,25.00,3.07,1.00,12.68,0.00,8.26,0.00,0.00,818.00,64.00,38.00,416.00,0.00,300.00,
2016,11,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",6055.00,693.00,164.90,6.29,131.99,1.97,387.85,15.00,3.00,28760.00,7851.00,237.00,3699.00,175.00,16798.00,
2016,11,"WN","Southwest Airlines Co.","CLT","Charlotte, NC: Charlotte Douglas International",206.00,34.00,9.26,0.06,11.54,0.00,13.14,0.00,0.00,1451.00,291.00,12.00,364.00,0.00,784.00,
2016,11,"WN","Southwest Airlines Co.","DCA","Washington, DC: Ronald Reagan Washington National",1215.00,183.00,57.71,1.60,56.05,0.00,67.64,0.00,2.00,8779.00,3263.00,71.00,1754.00,0.00,3691.00,
2016,11,"WN","Southwest Airlines Co.","MCO","Orlando, FL: Orlando International",3216.00,296.00,98.48,1.68,34.57,1.00,160.28,3.00,1.00,15193.00,5718.00,118.00,1128.00,25.00,8204.00,
2016,11,"WN","Southwest Airlines Co.","MDW","Chicago, IL: Chicago Midway International",6619.00,832.00,216.77,22.42,242.67,1.01,349.13,34.00,27.00,37652.00,10810.00,2090.00,7898.00,38.00,16816.00,
2016,11,"WN","Southwest Airlines Co.","MSP","Minneapolis, MN: Minneapolis-St Paul International",684.00,89.00,26.60,2.87,18.24,0.00,41.29,1.00,1.00,4048.00,1053.00,349.00,841.00,0.00,1805.00,
2016,11,"WN","Southwest Airlines Co.","PDX","Portland, OR: Portland International",1197.00,120.00,35.24,0.00,12.90,0.19,71.66,0.00,1.00,4704.00,1248.00,0.00,412.00,20.00,3024.00,
2016,11,"WN","Southwest Airlines Co.","PHL","Philadelphia, PA: Philadelphia International",771.00,140.00,34.18,8.25,50.44,0.95,46.17,2.00,0.00,5496.00,1345.00,518.00,1889.00,37.00,1707.00,
2016,11,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4961.00,901.00,198.91,22.29,365.16,11.73,302.91,14.00,12.00,41775.00,9803.00,1719.00,15550.00,551.00,14152.00,
2016,11,"WN","Southwest Airlines Co.","SLC","Salt Lake City, UT: Salt Lake City International",807.00,117.00,33.57,0.25,13.32,0.00,69.85,0.00,1.00,4564.00,1105.00,20.00,408.00,0.00,3031.00,
2016,11,"WN","Southwest Airlines Co.","SAN","San Diego, CA: San Diego International",2805.00,383.00,97.37,13.61,68.09,1.76,202.17,12.00,8.00,15767.00,3862.00,906.00,2105.00,67.00,8827.00,
2016,11,"WN","Southwest Airlines Co.","SEA","Seattle, WA: Seattle/Tacoma International",1089.00,127.00,37.60,0.00,37.24,0.00,52.16,0.00,0.00,4966.00,1612.00,0.00,1135.00,0.00,2219.00,
2016,11,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1373.00,297.00,54.45,18.64,89.32,0.00,134.59,21.00,0.00,15968.00,2684.00,1088.00,4790.00,0.00,7406.00,
2016,11,"WN","Southwest Airlines Co.","TPA","Tampa, FL: Tampa International",2225.00,177.00,65.16,0.13,14.03,0.00,97.68,0.00,1.00,8235.00,3798.00,5.00,472.00,0.00,3960.00,
2016,11,"WN","Southwest Airlines Co.","LAX","Los Angeles, CA: Los Angeles International",3413.00,837.00,158.14,12.87,406.06,2.37,257.56,21.00,2.00,31990.00,5936.00,632.00,12917.00,74.00,12431.00,
2016,11,"WN","Southwest Airlines Co.","LGA","New York, NY: LaGuardia",896.00,298.00,43.41,35.58,160.60,1.48,56.93,1.00,1.00,16752.00,1904.00,2660.00,9098.00,46.00,3044.00,
2016,12,"AA","American Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",739.00,180.00,60.05,4.90,70.35,0.44,44.26,7.00,1.00,9834.00,3461.00,233.00,3230.00,16.00,2894.00,
2016,12,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",11157.00,1920.00,577.14,71.63,537.98,8.40,724.85,55.00,11.00,133517.00,50609.00,7939.00,18906.00,364.00,55699.00,
2016,12,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",3394.00,1040.00,231.73,31.14,601.52,1.98,173.64,20.00,18.00,66107.00,17961.00,3303.00,30090.00,36.00,14717.00,
2016,12,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5037.00,1016.00,275.69,19.91,418.08,3.04,299.28,112.00,6.00,68522.00,21631.00,2917.00,19234.00,194.00,24546.00,
2016,12,"AA","American Airlines Inc.","MCO","Orlando, FL: Orlando International",1572.00,336.00,124.41,8.32,88.47,2.51,112.28,7.00,2.00,20513.00,6536.00,777.00,3761.00,102.00,9337.00,
2016,12,"AA","American Airlines Inc.","MIA","Miami, FL: Miami International",4612.00,968.00,321.44,31.59,360.48,2.90,251.60,15.00,11.00,55897.00,22631.00,2778.00,11731.00,162.00,18595.00,
2016,12,"AA","American Airlines Inc.","JFK","New York, NY: John F. Kennedy International",1511.00,291.00,96.85,2.85,68.82,0.28,122.20,1.00,1.00,20562.00,6550.00,748.00,2704.00,12.00,10548.00,
2016,12,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",1270.00,469.00,84.10,8.21,302.03,0.00,74.66,13.00,14.00,26313.00,5810.00,911.00,14522.00,0.00,5070.00,
2016,12,"AA","American Airlines Inc.","LAS","Las Vegas, NV: McCarran International",1174.00,319.00,92.06,10.78,127.35,1.69,87.13,6.00,0.00,19454.00,5750.00,1532.00,4698.00,85.00,7389.00,
2016,12,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",1884.00,296.00,98.77,10.97,79.17,0.00,107.09,17.00,1.00,16602.00,5003.00,713.00,3315.00,0.00,7571.00,
2016,12,"AA","American Airlines Inc.","PDX","Portland, OR: Portland International",327.00,107.00,34.67,5.40,39.88,0.00,27.05,3.00,2.00,8743.00,3466.00,1753.00,1123.00,0.00,2401.00,
2016,12,"AA","American Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",680.00,262.00,68.73,9.59,122.89,0.93,59.87,6.00,10.00,12033.00,3313.00,610.00,4230.00,27.00,3853.00,
2016,12,"AA","American Airlines Inc.","SAN","San Diego, CA: San Diego International",789.00,208.00,63.02,5.89,94.04,1.98,43.07,4.00,8.00,8867.00,2994.00,381.00,3011.00,43.00,2438.00,
2016,12,"AA","American Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",3629.00,500.00,151.59,15.57,122.27,1.65,208.91,43.00,2.00,32657.00,10223.00,931.00,4944.00,86.00,16473.00,
2016,12,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7884.00,1144.00,331.85,31.76,367.20,3.25,409.94,46.00,1.00,62157.00,21044.00,2717.00,12093.00,187.00,26116.00,
2016,12,"AA","American Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",274.00,91.00,27.82,0.78,40.57,1.00,20.83,0.00,1.00,7641.00,3430.00,18.00,1744.00,16.00,2433.00,
2016,12,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",618.00,115.00,51.46,0.28,33.83,0.08,29.35,0.00,1.00,5799.00,2631.00,15.00,1412.00,2.00,1739.00,
2016,12,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",568.00,141.00,45.80,4.60,44.17,0.86,45.57,9.00,0.00,7969.00,2466.00,457.00,1992.00,44.00,3010.00,
2016,12,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",1938.00,277.00,83.06,8.01,92.54,1.25,92.13,16.00,2.00,14394.00,4727.00,406.00,2616.00,37.00,6608.00,
2016,12,"AA","American Airlines Inc.","LGA","New York, NY: LaGuardia",1754.00,315.00,104.09,11.09,112.42,1.00,86.41,19.00,1.00,15492.00,5004.00,513.00,4119.00,62.00,5794.00,
2016,12,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",677.00,124.00,36.35,3.59,37.74,0.00,46.33,5.00,0.00,6839.00,1604.00,197.00,1988.00,0.00,3050.00,
2016,12,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",846.00,203.00,67.07,3.54,88.83,0.00,43.57,6.00,0.00,10746.00,3342.00,412.00,3786.00,0.00,3206.00,
2016,12,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4961.00,1101.00,314.62,25.86,434.57,2.80,323.14,45.00,2.00,60592.00,21886.00,2568.00,14477.00,130.00,21531.00,
2016,12,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1085.00,185.00,63.94,6.94,53.24,0.00,60.87,2.00,2.00,9297.00,3248.00,385.00,1561.00,0.00,4103.00,
2016,12,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",731.00,202.00,34.46,4.86,110.60,0.05,52.02,4.00,0.00,13671.00,2282.00,180.00,7032.00,4.00,4173.00,
2016,12,"AA","American Airlines Inc.","TPA","Tampa, FL: Tampa International",1009.00,193.00,74.20,2.59,47.40,0.15,68.67,6.00,0.00,9930.00,3577.00,154.00,2063.00,7.00,4129.00,
2016,12,"AA","American Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",360.00,118.00,38.30,3.05,35.92,0.61,40.12,1.00,2.00,5761.00,2059.00,227.00,1242.00,51.00,2182.00,
2016,12,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",479.00,72.00,27.72,0.00,15.41,0.00,28.87,2.00,0.00,3598.00,1305.00,0.00,376.00,0.00,1917.00,
2016,12,"AA","American Airlines Inc.","IAD","Washington, DC: Washington Dulles International",227.00,38.00,19.90,0.00,7.16,0.00,10.95,2.00,0.00,1767.00,822.00,0.00,253.00,0.00,692.00,
2016,12,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",436.00,100.00,20.56,1.33,57.68,0.00,20.44,6.00,4.00,7216.00,1447.00,111.00,4196.00,0.00,1462.00,
2016,12,"AS","Alaska Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",4551.00,1045.00,153.29,36.14,530.12,9.58,315.87,75.00,7.00,57228.00,10085.00,3207.00,20421.00,331.00,23184.00,
2016,12,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",726.00,267.00,44.58,6.27,184.26,0.00,31.89,7.00,3.00,14336.00,2670.00,550.00,9067.00,0.00,2049.00,
2016,12,"AS","Alaska Airlines Inc.","PDX","Portland, OR: Portland International",1200.00,229.00,33.22,4.76,88.85,1.22,100.95,27.00,4.00,14173.00,2867.00,278.00,2733.00,53.00,8242.00,
2016,12,"AS","Alaska Airlines Inc.","SAN","San Diego, CA: San Diego International",484.00,128.00,25.62,6.40,57.48,0.00,38.50,3.00,4.00,7007.00,1705.00,540.00,1859.00,0.00,2903.00,
2016,12,"AS","Alaska Airlines Inc.","LAS","Las Vegas, NV: McCarran International",371.00,93.00,23.81,3.73,35.56,0.00,29.90,6.00,0.00,4753.00,1192.00,440.00,1253.00,0.00,1868.00,
2016,12,"AS","Alaska Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",223.00,40.00,9.54,2.66,12.16,0.00,15.64,4.00,0.00,1722.00,517.00,111.00,334.00,0.00,760.00,
2016,12,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",107.00,12.00,5.22,0.00,2.29,0.00,4.49,4.00,0.00,482.00,292.00,0.00,43.00,0.00,147.00,
2016,12,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",119.00,25.00,5.82,1.66,10.19,0.00,7.33,4.00,0.00,780.00,189.00,47.00,300.00,0.00,244.00,
2016,12,"AS","Alaska Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",166.00,19.00,6.32,1.42,8.57,0.00,2.69,2.00,0.00,1370.00,366.00,38.00,844.00,0.00,122.00,
2016,12,"AS","Alaska Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",31.00,5.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00,243.00,47.00,0.00,196.00,0.00,0.00,
2016,12,"AS","Alaska Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",212.00,41.00,10.22,1.69,9.76,0.37,18.96,1.00,1.00,2214.00,746.00,56.00,329.00,7.00,1076.00,
2016,12,"AS","Alaska Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",53.00,5.00,2.13,0.14,1.00,0.00,1.74,0.00,1.00,258.00,66.00,18.00,20.00,0.00,154.00,
2016,12,"AS","Alaska Airlines Inc.","IAD","Washington, DC: Washington Dulles International",31.00,5.00,2.86,1.00,0.14,0.00,1.00,0.00,0.00,549.00,189.00,258.00,10.00,0.00,92.00,
2016,12,"AS","Alaska Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",62.00,7.00,3.00,1.00,2.00,0.00,1.00,0.00,0.00,491.00,247.00,179.00,37.00,0.00,28.00,
2016,12,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",63.00,11.00,1.85,1.29,2.45,0.00,5.42,1.00,0.00,650.00,105.00,90.00,91.00,0.00,364.00,
2016,12,"AS","Alaska Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",124.00,28.00,7.56,1.12,19.32,0.00,0.00,1.00,0.00,2083.00,444.00,30.00,1609.00,0.00,0.00,
2016,12,"AS","Alaska Airlines Inc.","MCO","Orlando, FL: Orlando International",60.00,8.00,3.00,0.00,5.00,0.00,0.00,0.00,0.00,260.00,105.00,0.00,155.00,0.00,0.00,
2016,12,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",116.00,11.00,2.93,0.82,3.70,0.00,3.55,1.00,2.00,989.00,278.00,40.00,382.00,0.00,289.00,
2016,12,"AS","Alaska Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",124.00,17.00,3.19,2.33,1.69,0.00,9.79,0.00,0.00,1091.00,171.00,215.00,106.00,0.00,599.00,
2016,12,"AS","Alaska Airlines Inc.","TPA","Tampa, FL: Tampa International",31.00,8.00,1.15,1.82,1.31,0.00,3.72,0.00,0.00,404.00,63.00,168.00,70.00,0.00,103.00,
2016,12,"AS","Alaska Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",31.00,5.00,2.95,0.00,2.05,0.00,0.00,1.00,0.00,527.00,387.00,0.00,140.00,0.00,0.00,
2016,12,"AS","Alaska Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",178.00,57.00,11.50,2.40,37.43,1.00,4.67,0.00,3.00,3212.00,741.00,129.00,1638.00,61.00,643.00,
2016,12,"AS","Alaska Airlines Inc.","JFK","New York, NY: John F. Kennedy International",31.00,2.00,0.78,0.00,1.22,0.00,0.00,0.00,0.00,39.00,14.00,0.00,25.00,0.00,0.00,
2016,12,"AS","Alaska Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",39.00,4.00,1.48,0.57,1.95,0.00,0.00,0.00,0.00,105.00,28.00,28.00,49.00,0.00,0.00,
2016,12,"AS","Alaska Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",57.00,13.00,2.75,0.32,4.49,0.00,5.44,2.00,0.00,634.00,107.00,28.00,326.00,0.00,173.00,
2016,12,"B6","JetBlue Airways","JFK","New York, NY: John F. Kennedy International",3641.00,947.00,287.13,6.41,195.69,1.45,456.33,38.00,2.00,68328.00,17430.00,669.00,10024.00,100.00,40105.00,
2016,12,"B6","JetBlue Airways","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2116.00,636.00,230.29,4.99,167.02,3.65,230.04,20.00,4.00,40460.00,14629.00,609.00,6563.00,137.00,18522.00,
